iter	Logloss
192	0.08765413019
193	0.0876213249
194	0.08744501744
195	0.08733103647
196	0.08724839902
197	0.08714753781
198	0.08709623888
199	0.08704101264
200	0.08698352111
201	0.08695790536
202	0.08665273968
203	0.0865030458
204	0.08645754432
205	0.08630953651
206	0.08619332729
207	0.08610934204
208	0.08604494279
209	0.08596559074
210	0.08591507709
211	0.08582230535
212	0.08568340894
213	0.08553437338
214	0.08543303036
215	0.08532581989
216	0.08526955415
217	0.08517729917
218	0.08506402841
219	0.08484358184
220	0.08477090033
221	0.0846426913
222	0.08458410992
223	0.08451617164
224	0.084443321
225	0.08437249754
226	0.08426345716
227	0.08419466153
228	0.08406069714
229	0.08401071039
230	0.08392218853
231	0.08388729918
232	0.08387011622
233	0.08381066219
234	0.08376853226
235	0.08369565016
236	0.083510941
237	0.08345233768
238	0.08336188693
239	0.08330421203
240	0.08322349746
241	0.08314144231
242	0.08307686321
243	0.08299866781
244	0.08294120026
245	0.08286773772
246	0.08284975446
247	0.08281150938
248	0.08273000301
249	0.0825821167
250	0.08249855838
251	0.08246261636
252	0.08239429422
253	0.0823301012
254	0.08224995561
255	0.08220135123
256	0.08218597489
257	0.08211341479
258	0.08205560563
259	0.08204206831
260	0.08195336551
261	0.08189750412
262	0.08178971039
263	0.08172841292
264	0.08171745593
265	0.08145272875
266	0.08139258201
267	0.08133173093
268	0.08129638221
269	0.08121674605
270	0.081118686
271	0.08103858118
272	0.08097089338
273	0.08082118521
274	0.08075427447
275	0.08062921435
276	0.08051132471
277	0.0804428875
278	0.08032296402
279	0.08025934157
280	0.08021530283
281	0.08018906113
282	0.0801043196
283	0.0800443449
284	0.07992773418
285	0.0798820099
286	0.07983387806
287	0.07982757549
288	0.0797807919
289	0.07975157834
290	0.079650557
291	0.0795285494
292	0.07944553516
293	0.07943282444
294	0.07934422799
295	0.07925427436
296	0.07910656481
297	0.0790667784
298	0.07901327965
299	0.07897269465
300	0.07891035032
301	0.07883305077
302	0.07883047817
303	0.07876289956
304	0.07866128962
305	0.07857582511
306	0.07848821559
307	0.07842043574
308	0.07837113677
309	0.07833705855
310	0.0783003495
311	0.07826460868
312	0.07821579749
313	0.07818944363
314	0.07815312514
315	0.07813914976
316	0.07809384365
317	0.07806064717
318	0.07803935338
319	0.0779965662
320	0.07794212488
321	0.07791157405
322	0.07779610765
323	0.07778817187
324	0.07775531567
325	0.07771585945
326	0.077628257
327	0.0775779458
328	0.07752363299
329	0.07747297294
330	0.07746796712
331	0.07741742017
332	0.07736234341
333	0.07726288904
334	0.07716634433
335	0.07711002298
336	0.077071599
337	0.07704432121
338	0.07701793301
339	0.07697685245
340	0.07695789551
341	0.07691241341
342	0.07684646097
343	0.07680767128
344	0.07679424883
345	0.0767716259
346	0.07676466501
347	0.07670428185
348	0.07666280447
349	0.07658700596
350	0.07655021538
351	0.07644767882
352	0.0763917595
353	0.07635667815
354	0.07634138529
355	0.07627858967
356	0.07624719335
357	0.07616390314
358	0.07612135477
359	0.07606453393
360	0.0760435204
361	0.07598658536
362	0.07596377014
363	0.07584607907
364	0.07579307015
365	0.07572932558
366	0.07564578151
367	0.07559918444
368	0.07554253163
369	0.07548715057
370	0.07545434785
371	0.07542593312
372	0.07538922271
373	0.07531698541
374	0.07527738012
375	0.07525003442
376	0.07520540256
377	0.07515024072
378	0.07501771073
379	0.07492601314
380	0.07489749875
381	0.0748800518
382	0.0748333515
383	0.07480017606
384	0.07478446043
385	0.0747568211
386	0.07472833398
387	0.07468704842
388	0.07462900752
389	0.07457164054
390	0.0745567985
391	0.07453721593
392	0.07450578258
393	0.07447042477
394	0.07445120552
395	0.07440797086
396	0.07433613719
397	0.07427610919
398	0.07421120825
399	0.07419154649
400	0.07417089263
401	0.0741518518
402	0.07412633103
403	0.07407482532
404	0.07404189743
405	0.07400920655
406	0.07394266579
407	0.073900856
408	0.0738515568
409	0.07381320238
410	0.0737630774
411	0.0737358822
412	0.07371914099
413	0.07369904035
414	0.073682216
415	0.07365709271
416	0.07364143089
417	0.07356971866
418	0.07351032063
419	0.07343036262
420	0.0733905131
421	0.07334800692
422	0.07331703537
423	0.07328375418
424	0.0732703647
425	0.07324622483
426	0.07323407776
427	0.07321158505
428	0.07316044464
429	0.07313178242
430	0.07310069589
431	0.07303082926
432	0.07294745308
433	0.07291076306
434	0.07286656153
435	0.07285061765
436	0.07280802422
437	0.07276034983
438	0.07271500605
439	0.07264319724
440	0.07257347202
441	0.07255010596
442	0.07247596174
443	0.07241841234
444	0.07239177349
445	0.07237513082
446	0.07233135924
447	0.07224789274
448	0.07223600312
449	0.07222449399
450	0.07220110647
451	0.0721602547
452	0.0721420464
453	0.0721195561
454	0.07208962591
455	0.07207270575
456	0.07202390464
457	0.0720035063
458	0.07197288838
459	0.07188398964
460	0.07184144821
461	0.07181796628
462	0.07176285809
463	0.07173690548
464	0.07170759822
465	0.07164599532
466	0.07157832318
467	0.07151661211
468	0.07140977389
469	0.07135431419
470	0.07132630322
471	0.07130153536
472	0.07128202665
473	0.07124134642
474	0.07122155038
475	0.07117530399
476	0.07114346388
477	0.07108374243
478	0.07104775467
479	0.07102683193
480	0.07099805633
481	0.07096694812
482	0.07087503304
483	0.07083161165
484	0.0707989624
485	0.0707815954
486	0.0707524959
487	0.07070552437
488	0.07065766339
489	0.07063137473
490	0.07056964185
491	0.07048353796
492	0.07046476705
493	0.07041032214
494	0.07035191889
495	0.07031031265
496	0.07030541318
497	0.07022853929
498	0.07019036926
499	0.0701405694
500	0.07010457746
501	0.07007901499
502	0.07005478052
503	0.07002374637
504	0.06994846694
505	0.06989983362
506	0.06986454596
507	0.06983412743
508	0.06980056519
509	0.06979536787
510	0.06974873826
511	0.06971060788
512	0.06965937096
513	0.06961037102
514	0.06959850567
515	0.06955942458
516	0.06955092201
517	0.06951042937
518	0.06946057036
519	0.06944293634
520	0.06941026855
521	0.06937422535
522	0.06935895657
523	0.06931485475
524	0.0692681921
525	0.0691932732
526	0.0691533711
527	0.06914282941
528	0.06912366744
529	0.06904801292
530	0.06899516388
531	0.06894898599
532	0.06892391387
533	0.06890780888
534	0.06884993005
535	0.06884048418
536	0.06879694406
537	0.06874995057
538	0.06872625151
539	0.06867361815
540	0.0686368238
541	0.06860137126
542	0.06857822551
543	0.06854963533
544	0.06852701675
545	0.06851390089
546	0.0684758527
547	0.0684581734
548	0.06840830538
549	0.06834643016
550	0.06830901307
551	0.0682827589
552	0.06819801138
553	0.06815619276
554	0.06813631992
555	0.06806620805
556	0.06802627747
557	0.06801136242
558	0.0679251988
559	0.06789088956
560	0.06785704468
561	0.06781117567
562	0.06778766474
563	0.0677649211
564	0.06774549509
565	0.06767463732
566	0.06765395765
567	0.06761470422
568	0.0675908522
569	0.06757904926
570	0.06756611129
571	0.06755061066
572	0.06753423677
573	0.06750420666
574	0.06749485883
575	0.06749022847
576	0.06746482237
577	0.06743948075
578	0.06739426775
579	0.06738469662
580	0.06736952316
581	0.06734460583
582	0.06733238242
583	0.06731309857
584	0.0672857379
585	0.06725288913
586	0.06721866338
587	0.06720693192
588	0.06719310663
589	0.06712109471
590	0.06707650231
591	0.06707376314
592	0.06704529485
593	0.06698657607
594	0.06696259361
595	0.06693314359
596	0.06690161645
597	0.06689095627
598	0.06686453496
599	0.06679615911
600	0.06676103348
601	0.06673452622
602	0.06670311422
603	0.06667490882
604	0.06664109065
605	0.06661694115
606	0.06655997705
607	0.06652295056
608	0.06647762065
609	0.06643674696
610	0.06643419742
611	0.06642214033
612	0.06640545654
613	0.06638979637
614	0.06633324736
615	0.06631049027
616	0.06624677005
617	0.06621441158
618	0.06618908988
619	0.06617048562
620	0.06613341605
621	0.06608829979
622	0.06605186701
623	0.06602315105
624	0.06600973081
625	0.06597149265
626	0.06594468576
627	0.06593717265
628	0.06590271077
629	0.06587268009
630	0.06584642337
631	0.06583462996
632	0.06581415554
633	0.06580942659
634	0.06578304892
635	0.06576310967
636	0.065750284
637	0.06570961422
638	0.06565416223
639	0.06562036099
640	0.06555344549
641	0.06553373286
642	0.06553147133
643	0.06550865349
644	0.0654680225
645	0.0654327438
646	0.06542230266
647	0.06539534261
648	0.0653649746
649	0.06533608804
650	0.06531332252
651	0.0652834621
652	0.06525893756
653	0.06524024274
654	0.06522988138
655	0.065199501
656	0.06518454718
657	0.06515385941
658	0.06512385005
659	0.06509598471
660	0.06507584346
661	0.06505194134
662	0.065004407
663	0.06498082538
664	0.06495926795
665	0.06492564457
666	0.0648928518
667	0.06477556405
668	0.06474210312
669	0.0647289898
670	0.06471015464
671	0.06468286429
672	0.06465286798
673	0.06462499704
674	0.06458929006
675	0.06456339484
676	0.06451778606
677	0.06451323344
678	0.06450462411
679	0.06449209397
680	0.06446418629
681	0.06441881842
682	0.06441189177
683	0.06440084356
684	0.06437571221
685	0.06436352937
686	0.06436350294
687	0.06432683031
688	0.06431484088
689	0.06426513206
690	0.06421606515
691	0.06419206593
692	0.06417945705
693	0.06415305281
694	0.06412173611
695	0.06409597029
696	0.06403811328
697	0.06400294269
698	0.06395991226
699	0.06393216084
700	0.06388784103
701	0.06387882896
702	0.06386027388
703	0.06385331065
704	0.06384388154
705	0.06381464665
706	0.06378172569
707	0.06373530639
708	0.06370450937
709	0.06367662248
710	0.06365626345
711	0.06361336641
712	0.06360265478
713	0.06356221023
714	0.06353036888
715	0.06350465337
716	0.06344501536
717	0.06342814451
718	0.06340551
719	0.06336824746
720	0.06332404494
721	0.06329926604
722	0.06324890349
723	0.06322746898
724	0.06318984206
725	0.06318457488
726	0.06315584459
727	0.0631232659
728	0.06310860467
729	0.06308108223
730	0.06305247094
731	0.06298749392
732	0.06295753917
733	0.06290319384
734	0.06287893523
735	0.06286263923
736	0.06283271118
737	0.06280637787
738	0.06277028332
739	0.06274011258
740	0.06271592099
741	0.06267342331
742	0.06265669996
743	0.0626236663
744	0.06258561805
745	0.06254490154
746	0.06250698735
747	0.0624713633
748	0.06245854696
749	0.06243996725
750	0.06243077355
751	0.06240439815
752	0.06238181105
753	0.0623653126
754	0.06235517077
755	0.06232368035
756	0.06229036639
757	0.06227450715
758	0.06225499703
759	0.06225462747
760	0.06223583284
761	0.06222067235
762	0.06218870229
763	0.06216748642
764	0.06214342145
765	0.06211595904
766	0.06209887454
767	0.0620760945
768	0.06204137738
769	0.0620155144
770	0.06198707802
771	0.06194297746
772	0.06192670628
773	0.06191017148
774	0.06190029217
775	0.06188157199
776	0.06188158086
777	0.0618531449
778	0.06181336957
779	0.06178321811
780	0.06175389008
781	0.0617327995
782	0.06168718841
783	0.06164307524
784	0.06161395722
785	0.06159006037
786	0.0615471098
787	0.06152198609
788	0.06149716462
789	0.06148644204
790	0.06148485709
791	0.06147379248
792	0.06145907654
793	0.06141556992
794	0.06139456431
795	0.06136514594
796	0.06133537923
797	0.06130300948
798	0.06129341579
799	0.06125835367
800	0.0612416475
801	0.06123012858
802	0.06120707353
803	0.06118737477
804	0.0611572595
805	0.0611222104
806	0.06108917424
807	0.06106063886
808	0.06104410599
809	0.06102770034
810	0.06101946667
811	0.06098710539
812	0.06095370324
813	0.06093368095
814	0.06091731748
815	0.06090562812
816	0.06088395104
817	0.06083475432
818	0.06082607864
819	0.06081192891
820	0.06080848279
821	0.06078365983
822	0.06076819617
823	0.06075151927
824	0.06073183797
825	0.06071392106
826	0.06066432463
827	0.06064637169
828	0.06062824382
829	0.06060554996
830	0.06059330425
831	0.06055969498
832	0.06052616308
833	0.06050254731
834	0.06047947187
835	0.06043618687
836	0.06041500258
837	0.06037582067
838	0.06034482978
839	0.06032771402
840	0.06029200725
841	0.0602720624
842	0.06023094186
843	0.06018986243
844	0.06015319646
845	0.06013224958
846	0.06011240997
847	0.06008529174
848	0.06006225304
849	0.06005231353
850	0.06003015253
851	0.06000066926
852	0.05998992342
853	0.05997515881
854	0.05994974755
855	0.0599310378
856	0.05990789776
857	0.05987706061
858	0.05984269885
859	0.05980803869
860	0.05979247876
861	0.05977325869
862	0.05975495089
863	0.05974252613
864	0.05970320234
865	0.05968026476
866	0.05966034827
867	0.05965496661
868	0.05963415457
869	0.05961979343
870	0.0596181145
871	0.05959976243
872	0.05958293413
873	0.05955489842
874	0.05954839131
875	0.05954125263
876	0.05952946358
877	0.05948459912
878	0.05945668028
879	0.05942563049
880	0.05941584302
881	0.05940808078
882	0.05939797626
883	0.05937925016
884	0.05936559093
885	0.05935229895
886	0.05933105177
887	0.05930372494
888	0.05928767075
889	0.0592579096
890	0.05922569218
891	0.05920284953
892	0.05918466669
893	0.0591507657
894	0.05913660533
895	0.05912612051
896	0.05910951242
897	0.05908991826
898	0.05906017865
899	0.05905169644
900	0.05903816511
901	0.05902052767
902	0.05898247365
903	0.0589577421
904	0.05893634033
905	0.05891660768
906	0.05889931335
907	0.05887879486
908	0.05885081763
909	0.05884877749
910	0.05882648982
911	0.05880254443
912	0.05878565583
913	0.05875306771
914	0.0587271274
915	0.05868782931
916	0.05865998813
917	0.05863461147
918	0.05861068709
919	0.05857985734
920	0.05856162487
921	0.05854915832
922	0.05852367837
923	0.05849315288
924	0.05846930747
925	0.05845015654
926	0.05840342343
927	0.05838782784
928	0.05836584954
929	0.05834247332
930	0.05831013371
931	0.05830170562
932	0.05827363619
933	0.05827214288
934	0.05826299649
935	0.05825820715
936	0.05822367807
937	0.05818869422
938	0.05816953994
939	0.05813377207
940	0.05809373512
941	0.05805761254
942	0.05804178081
943	0.05801109219
944	0.05800009379
945	0.05797203576
946	0.05794810008
947	0.05792561489
948	0.05790064748
949	0.05789224531
950	0.0578825278
951	0.05787998803
952	0.05785337221
953	0.05783519136
954	0.0578032907
955	0.05776721285
956	0.05774118884
957	0.05772578408
958	0.05770876592
959	0.05768476814
960	0.05765872744
961	0.05763212933
962	0.05762768987
963	0.05760832173
964	0.05757888498
965	0.05756557784
966	0.05756442327
967	0.0575476476
968	0.05752832428
969	0.05750455339
970	0.05747487651
971	0.05744432298
972	0.05741854431
973	0.05738745305
974	0.05737133555
975	0.05736987108
976	0.05734751252
977	0.05731150175
978	0.05727397336
979	0.05727362267
980	0.05723976175
981	0.05721975549
982	0.05719440748
983	0.0571733604
984	0.05713516463
985	0.05712457407
986	0.05712437486
987	0.05705643925
988	0.05702925324
989	0.05700861383
990	0.05698033037
991	0.05694982782
992	0.05693152197
993	0.05692017715
994	0.05690613469
995	0.05689509571
996	0.05687974655
997	0.05685409909
998	0.05684353836
999	0.0568253449
