iter	Passed	Remaining
832	73207	14676
833	73615	14652
834	73954	14613
835	74226	14561
836	74450	14498
837	74767	14453
838	75049	14401
839	75274	14337
840	75423	14259
841	75692	14203
842	75894	14134
843	76098	14065
844	76308	13997
845	76498	13925
846	76650	13845
847	76779	13762
848	77090	13711
849	77146	13614
850	77206	13517
851	77253	13419
852	77329	13326
853	77388	13230
854	77467	13137
855	77560	13047
856	77659	12958
857	77788	12874
858	77879	12783
859	77966	12692
860	78059	12601
861	78144	12510
862	78260	12423
863	78482	12353
864	78575	12263
865	78699	12177
866	78800	12088
867	78913	12000
868	79086	11922
869	79311	11851
870	79505	11775
871	79697	11698
872	79857	11617
873	80011	11534
874	80076	11439
875	80133	11343
876	80223	11251
877	80446	11178
878	80614	11097
879	80715	11006
880	80788	10912
881	80860	10818
882	80950	10726
883	81040	10634
884	81127	10541
885	81332	10464
886	81460	10377
887	81623	10294
888	81840	10218
889	82027	10138
890	82212	10057
891	82423	9979
892	82599	9897
893	82837	9821
894	82980	9735
895	83165	9653
896	83309	9566
897	83504	9484
898	83672	9400
899	83836	9315
900	83908	9219
901	83999	9126
902	84157	9040
903	84258	8947
904	84360	8855
905	84456	8762
906	84616	8676
907	84743	8586
908	84818	8491
909	84871	8393
910	84928	8297
911	84991	8200
912	85059	8105
913	85127	8009
914	85191	7913
915	85257	7818
916	85314	7722
917	85372	7625
918	85425	7529
919	85488	7433
920	85550	7338
921	85601	7241
922	85657	7145
923	85734	7051
924	85805	6957
925	85859	6861
926	85915	6765
927	85967	6669
928	86035	6575
929	86092	6480
930	86148	6384
931	86208	6289
932	86272	6195
933	86318	6099
934	86373	6004
935	86425	5909
936	86504	5816
937	86568	5722
938	86662	5629
939	86784	5539
940	86989	5454
941	87109	5363
942	87300	5276
943	87415	5185
944	87522	5093
945	87683	5005
946	87839	4916
947	88059	4830
948	88355	4748
949	88604	4663
950	88763	4573
951	89052	4490
952	89232	4400
953	89414	4311
954	89554	4219
955	89716	4129
956	89861	4037
957	90035	3947
958	90195	3856
959	90410	3767
960	90650	3678
961	90837	3588
962	91054	3498
963	91304	3409
964	91549	3320
965	91707	3227
966	91863	3134
967	92018	3041
968	92250	2951
969	92555	2862
970	92722	2769
971	92859	2674
972	93083	2583
973	93240	2488
974	93359	2393
975	93461	2298
976	93633	2204
977	93837	2110
978	94049	2017
979	94170	1921
980	94303	1826
981	94486	1731
982	94787	1639
983	95095	1546
984	95415	1453
985	95617	1357
986	95775	1261
987	96024	1166
988	96157	1069
989	96253	972
990	96377	875
991	96464	777
992	96539	680
993	96603	583
994	96681	485
995	96754	388
996	96832	291
997	96922	194
998	97029	97
999	97119	0
